#M_vir  M_star  M_HI   M_H2   SFR
5.61e+11 4.80e+09 2.68e+09 1.94e+09 3.25e+00
2.58e+11 6.42e+09 1.38e+09 1.19e+09 1.28e+00
2.66e+11 7.90e+09 1.93e+08 5.71e+08 5.45e-01
3.03e+11 4.75e+09 2.59e+09 1.76e+09 2.62e+00
7.32e+11 5.87e+09 3.46e+09 8.68e+08 1.23e+00
3.27e+11 6.30e+09 1.50e+09 1.18e+09 9.12e-01
2.73e+11 5.70e+09 2.67e+09 1.07e+09 9.11e-01
5.33e+11 6.19e+09 2.06e+09 7.32e+08 7.01e-01
3.21e+11 3.00e+09 3.78e+09 2.68e+09 1.31e+00
2.31e+11 5.17e+09 5.55e+09 1.38e+09 5.20e-01
2.99e+11 6.95e+09 1.28e+09 6.38e+08 5.24e-01
2.43e+11 2.20e+09 3.78e+09 3.11e+09 9.52e-01
3.77e+11 5.68e+09 2.65e+09 1.38e+09 8.71e-01
3.50e+11 6.13e+09 1.01e+09 1.74e+09 8.32e-01
3.09e+11 3.30e+09 3.58e+09 2.59e+09 1.09e+00
5.16e+11 4.53e+09 1.86e+09 2.76e+09 1.37e+00
7.91e+11 5.56e+09 2.02e+09 1.44e+09 1.42e+00
2.73e+11 7.38e+09 6.86e+08 4.99e+08 3.77e-01
3.07e+11 5.99e+09 9.99e+08 1.37e+09 1.70e+00
2.42e+11 4.89e+09 2.19e+09 1.84e+09 1.74e+00
2.51e+11 6.72e+09 6.60e+08 9.71e+08 8.51e-01
3.00e+11 3.57e+09 4.27e+09 2.54e+09 1.57e+00
3.04e+11 7.34e+09 6.08e+08 5.55e+08 3.74e-01
2.85e+11 5.91e+09 2.11e+09 9.77e+08 7.96e-01
2.68e+11 4.63e+09 2.04e+09 1.68e+09 1.57e+00
3.01e+11 6.29e+09 1.58e+09 7.74e+08 5.12e-01
2.90e+11 5.56e+09 1.84e+09 1.49e+09 1.10e+00
3.02e+11 2.14e+09 4.11e+09 2.26e+09 1.43e+00
2.29e+11 7.73e+09 2.08e+08 4.04e+08 1.89e-01
2.87e+11 3.75e+09 3.19e+09 2.35e+09 1.03e+00
2.99e+11 6.10e+09 1.57e+09 1.37e+09 1.30e+00
5.44e+11 7.14e+09 7.92e+08 6.64e+08 7.89e-01
3.71e+11 5.56e+09 1.29e+09 1.87e+09 1.27e+00
3.52e+11 4.31e+09 2.51e+09 2.04e+09 1.73e+00
5.21e+11 7.42e+09 5.31e+08 4.54e+08 1.78e-01
7.75e+11 3.88e+09 7.07e+09 2.63e+09 8.48e-01
4.47e+11 6.41e+09 1.34e+09 9.71e+08 1.31e+00
2.66e+11 5.14e+09 1.47e+09 1.73e+09 1.94e+00
3.45e+11 2.56e+09 5.10e+09 2.23e+09 1.86e+00
3.39e+11 2.73e+09 3.88e+09 3.38e+09 8.41e-01
3.37e+11 6.23e+09 1.41e+09 1.01e+09 5.65e-01
2.88e+11 6.12e+09 1.30e+09 8.92e+08 5.33e-01
3.14e+11 4.37e+09 1.53e+09 2.64e+09 1.47e+00
3.70e+11 3.31e+09 5.18e+09 1.90e+09 2.01e+00
4.80e+11 1.92e+09 5.52e+09 2.41e+09 9.47e-01
3.11e+11 5.78e+09 1.39e+09 1.32e+09 4.91e-01
6.52e+11 3.49e+09 1.83e+09 2.99e+09 1.50e+00
2.58e+11 5.16e+09 2.75e+09 1.24e+09 1.06e+00
2.50e+11 6.46e+09 1.36e+09 1.06e+09 9.26e-01
2.85e+11 4.57e+09 2.46e+09 1.79e+09 1.62e+00
2.45e+11 6.22e+09 1.80e+09 7.38e+08 6.61e-01
6.77e+11 6.68e+09 1.54e+09 5.32e+08 2.59e-01
2.69e+11 5.81e+09 1.06e+09 1.59e+09 1.04e+00
3.00e+11 5.55e+09 2.46e+09 7.88e+08 7.02e-01
2.91e+11 1.81e+09 5.64e+09 2.16e+09 7.81e-01
3.31e+11 1.15e+09 5.70e+09 3.01e+09 5.31e-01
2.86e+11 5.22e+09 1.86e+09 1.72e+09 1.88e+00
4.83e+11 4.38e+09 2.10e+09 1.78e+09 1.27e+00
3.19e+11 8.00e+09 0.00e+00 0.00e+00 0.00e+00
4.10e+11 4.09e+09 3.70e+09 1.46e+09 2.09e+00
2.49e+11 5.97e+09 1.16e+09 1.20e+09 1.60e+00
3.82e+11 2.21e+09 3.84e+09 2.91e+09 3.11e+00
5.05e+11 5.10e+09 2.49e+09 1.52e+09 9.29e-01
2.31e+11 5.18e+09 1.94e+09 1.36e+09 9.86e-01
3.06e+11 2.47e+09 7.19e+09 2.52e+09 4.49e-01
5.95e+11 3.12e+09 2.55e+09 2.35e+09 2.05e+00
7.38e+11 6.91e+09 9.17e+08 5.19e+08 2.29e-01
3.46e+11 4.22e+09 2.44e+09 1.48e+09 1.58e+00
6.36e+11 4.72e+09 7.65e+09 1.68e+09 1.72e+00
2.67e+11 1.20e+09 6.06e+09 2.42e+09 8.84e-01
4.67e+11 4.74e+09 2.53e+09 1.63e+09 1.44e+00
3.12e+11 7.19e+09 1.45e+09 1.90e+08 3.73e-02
3.50e+11 7.56e+09 1.73e+08 1.55e+08 2.92e-02
2.28e+11 3.39e+09 2.81e+09 1.96e+09 3.12e+00
4.72e+11 3.46e+09 2.57e+09 2.58e+09 8.30e-01
4.68e+11 5.07e+09 2.41e+09 1.14e+09 9.91e-01
2.85e+11 4.44e+09 3.16e+09 1.68e+09 1.38e+00
4.45e+11 7.10e+09 5.75e+08 3.18e+08 8.08e-02
4.10e+11 1.54e+09 4.54e+09 2.85e+09 6.17e-01
2.55e+11 7.03e+09 3.81e+08 3.82e+08 9.60e-02
5.05e+11 3.11e+09 9.68e+09 1.70e+09 4.95e-01
2.02e+11 4.34e+09 2.08e+09 1.87e+09 6.77e-01
2.45e+11 5.10e+09 9.77e+08 1.87e+09 2.22e+00
2.86e+11 7.79e+09 0.00e+00 0.00e+00 0.00e+00
2.92e+11 5.94e+09 1.48e+09 1.06e+09 8.65e-01
3.47e+11 6.40e+09 1.57e+09 5.73e+08 3.70e-01
4.07e+11 4.59e+09 2.21e+09 2.04e+09 2.75e+00
3.90e+11 5.28e+09 1.76e+09 1.16e+09 9.21e-01
4.49e+11 7.41e+09 2.40e+08 0.00e+00 1.00e+00
6.19e+11 3.77e+09 7.07e+09 2.64e+09 1.95e+00
5.23e+11 3.76e+09 4.31e+09 2.11e+09 2.00e+00
3.89e+11 4.87e+09 7.57e+09 1.31e+09 8.51e-01
4.10e+11 5.48e+09 7.81e+08 1.28e+09 5.28e-01
5.33e+11 5.26e+09 5.54e+09 1.78e+09 8.79e-01
3.22e+11 3.97e+09 2.71e+09 1.48e+09 2.02e+00
2.97e+11 3.30e+09 4.22e+09 1.38e+09 1.66e+00
2.13e+11 6.07e+09 6.30e+08 7.43e+08 4.65e-01
2.41e+11 4.94e+09 1.65e+09 1.28e+09 8.00e-01
3.90e+11 3.18e+09 4.35e+09 2.78e+09 4.91e-01
5.45e+11 5.39e+09 2.08e+09 9.58e+08 6.97e-01
3.43e+11 5.99e+09 1.06e+09 7.77e+08 5.20e-01
3.64e+11 3.95e+09 4.65e+09 1.23e+09 9.39e-01
2.11e+11 6.06e+09 1.07e+09 7.15e+08 4.05e-01
2.07e+11 1.64e+09 6.64e+09 2.16e+09 3.67e-01
3.16e+11 3.07e+09 2.70e+09 2.13e+09 1.35e+00
5.21e+11 5.68e+09 6.79e+08 1.18e+09 5.27e-01
4.20e+11 1.70e+09 9.28e+09 2.53e+09 5.13e-01
3.40e+11 1.66e+09 5.35e+09 2.46e+09 4.02e-01
2.58e+11 2.95e+09 5.46e+09 1.62e+09 1.17e+00
2.76e+11 5.05e+09 1.01e+09 1.31e+09 1.17e+00
1.99e+11 6.17e+09 6.15e+08 9.20e+08 7.30e-01
2.55e+11 4.42e+09 1.68e+09 1.54e+09 2.03e+00
2.47e+11 4.61e+09 2.35e+09 1.05e+09 9.63e-01
7.02e+11 4.25e+09 2.56e+09 2.23e+09 9.50e-01
2.42e+11 5.84e+09 6.78e+08 9.44e+08 5.41e-01
3.44e+11 5.97e+09 7.82e+08 7.14e+08 5.56e-01
3.27e+11 5.78e+09 6.84e+08 9.84e+08 2.25e-01
4.31e+11 4.87e+09 3.68e+09 1.23e+09 8.80e-01
2.43e+11 5.12e+09 1.50e+09 1.10e+09 1.02e+00
4.67e+11 1.93e+09 4.19e+09 3.15e+09 6.22e-01
3.86e+11 5.69e+09 2.69e+09 1.07e+09 6.02e-01
3.03e+11 4.55e+09 1.31e+09 1.86e+09 8.99e-01
2.11e+11 3.78e+09 2.99e+09 1.50e+09 8.61e-01
3.23e+11 4.47e+09 2.54e+09 1.45e+09 1.26e+00
4.94e+11 6.18e+09 6.72e+08 5.42e+08 3.04e-01
2.55e+11 4.37e+09 4.00e+09 1.31e+09 2.65e-01
3.10e+11 2.63e+09 4.24e+09 1.86e+09 1.36e+00
2.94e+11 3.70e+09 2.88e+09 1.46e+09 1.89e+00
2.60e+11 4.83e+09 1.32e+09 1.36e+09 1.06e+00
6.58e+11 6.51e+09 3.70e+08 4.09e+08 1.77e-01
3.31e+11 3.71e+09 2.21e+09 2.16e+09 1.83e+00
1.53e+11 7.25e+09 0.00e+00 0.00e+00 0.00e+00
2.47e+11 4.55e+09 1.37e+09 1.55e+09 8.18e-01
3.37e+11 3.08e+09 3.70e+09 2.04e+09 8.58e-01
3.85e+11 4.82e+09 9.88e+08 1.59e+09 1.26e+00
2.78e+11 3.34e+09 2.61e+09 1.89e+09 1.16e+00
2.11e+11 2.21e+09 4.78e+09 2.41e+09 8.26e-01
4.90e+11 5.94e+09 1.35e+09 1.18e+09 4.13e-01
7.26e+11 6.43e+09 3.61e+08 4.23e+08 2.53e-01
7.70e+11 4.88e+09 3.72e+09 6.69e+08 5.62e-01
2.28e+11 4.37e+09 2.42e+09 1.35e+09 1.37e+00
6.70e+11 3.09e+09 4.13e+09 1.90e+09 1.87e+00
4.77e+11 7.12e+09 0.00e+00 0.00e+00 0.00e+00
5.81e+11 3.74e+09 2.97e+09 1.71e+09 1.24e+00
2.84e+11 3.19e+09 2.58e+09 1.99e+09 1.11e+00
3.15e+11 4.37e+09 1.52e+09 1.43e+09 1.11e+00
4.62e+11 4.68e+09 1.89e+09 1.81e+09 9.76e-01
2.63e+11 4.44e+09 2.79e+09 1.06e+09 1.01e+00
1.53e+12 7.09e+09 0.00e+00 0.00e+00 0.00e+00
7.42e+11 6.85e+09 6.74e+08 1.44e+08 1.00e+00
3.87e+11 5.96e+09 9.86e+08 5.45e+08 3.72e-01
2.25e+11 4.91e+09 1.95e+09 9.49e+08 9.48e-01
2.32e+11 2.36e+09 2.14e+09 2.67e+09 8.04e-01
3.37e+11 3.30e+09 3.28e+09 1.82e+09 1.25e+00
2.11e+11 1.77e+09 5.54e+09 1.71e+09 1.42e+00
2.70e+11 3.73e+09 1.22e+09 2.10e+09 1.80e+00
2.77e+11 3.95e+09 2.85e+09 1.00e+09 1.03e+00
3.12e+11 4.03e+09 3.33e+09 1.71e+09 1.60e+00
1.21e+12 1.77e+09 4.16e+09 2.80e+09 1.19e+00
2.72e+11 4.32e+09 1.05e+09 1.43e+09 9.03e-01
3.15e+11 4.97e+09 1.05e+09 1.26e+09 6.40e-01
2.77e+11 3.49e+09 2.98e+09 1.14e+09 1.58e+00
2.56e+11 6.47e+09 2.06e+08 3.35e+08 2.24e-01
2.24e+11 4.52e+09 1.17e+09 1.54e+09 1.54e+00
2.33e+11 4.18e+09 1.87e+09 1.48e+09 1.25e+00
2.93e+11 3.88e+09 2.14e+09 1.85e+09 1.03e+00
2.29e+11 2.81e+09 2.22e+09 2.14e+09 1.51e+00
2.35e+11 5.15e+09 1.43e+09 9.13e+08 1.02e+00
6.42e+11 4.61e+09 3.41e+09 1.42e+09 1.24e+00
2.66e+11 3.90e+09 1.90e+09 1.51e+09 1.84e+00
2.21e+11 3.69e+09 3.37e+09 1.21e+09 1.16e+00
4.47e+11 3.94e+09 2.02e+09 1.53e+09 1.74e+00
3.45e+11 5.23e+09 9.38e+08 1.15e+09 4.23e-01
1.80e+11 8.46e+08 5.49e+09 2.38e+09 5.25e-01
3.20e+11 5.13e+09 1.07e+09 1.04e+09 6.53e-01
2.05e+11 3.88e+09 2.02e+09 1.21e+09 1.18e+00
2.20e+11 4.77e+09 1.80e+09 9.83e+08 1.27e+00
2.94e+11 5.08e+09 9.64e+08 8.33e+08 5.66e-01
2.56e+11 6.87e+09 0.00e+00 0.00e+00 0.00e+00
4.26e+11 5.94e+09 1.02e+09 1.84e+07 1.00e+00
3.50e+11 2.97e+09 1.70e+09 1.96e+09 1.51e+00
2.19e+11 4.79e+09 2.80e+09 7.20e+08 3.36e-01
2.23e+11 1.96e+09 3.46e+09 2.26e+09 2.20e+00
1.55e+11 6.83e+09 0.00e+00 0.00e+00 0.00e+00
7.19e+11 5.66e+09 9.57e+08 4.18e+08 8.04e-02
3.50e+11 2.92e+09 2.57e+09 2.40e+09 1.39e+00
2.43e+11 3.38e+09 3.44e+09 1.48e+09 1.71e+00
2.75e+11 3.41e+09 3.12e+09 1.08e+09 1.32e+00
2.64e+11 6.22e+09 5.24e+08 1.67e+08 2.33e-02
2.18e+11 4.65e+09 1.43e+09 1.35e+09 7.01e-01
3.22e+11 5.16e+09 2.18e+09 4.21e+08 3.78e-01
4.84e+11 3.51e+09 3.62e+09 1.11e+09 9.19e-01
2.50e+11 2.84e+09 2.80e+09 2.33e+09 7.24e-01
2.51e+11 4.73e+09 1.50e+09 9.11e+08 5.93e-01
2.39e+11 3.96e+09 1.39e+09 1.65e+09 1.38e+00
2.86e+11 3.88e+09 2.54e+09 1.25e+09 9.05e-01
6.38e+11 6.40e+09 9.36e+07 2.52e+08 4.78e-02
2.55e+11 3.66e+09 2.47e+09 1.36e+09 3.26e-01
4.47e+11 3.96e+09 3.43e+09 7.60e+08 6.10e-01
3.96e+11 5.33e+09 8.33e+08 6.94e+08 4.92e-01
3.06e+11 4.47e+09 2.45e+09 9.44e+08 1.04e+00
2.91e+11 3.96e+09 2.22e+09 1.13e+09 9.15e-01
2.63e+11 5.56e+09 4.08e+08 7.23e+08 4.19e-01
2.02e+11 4.34e+09 2.15e+09 1.00e+09 3.56e-01
3.23e+11 4.25e+09 2.50e+09 1.39e+09 1.30e+00
2.66e+11 3.89e+09 2.59e+09 1.25e+09 1.17e+00
2.01e+11 2.38e+09 2.44e+09 2.50e+09 1.56e+00
4.01e+11 5.68e+09 8.24e+08 4.01e+08 1.42e-01
2.31e+11 4.63e+09 1.61e+09 9.01e+08 6.81e-01
4.79e+11 5.36e+09 8.22e+08 6.63e+08 5.32e-01
2.21e+11 4.87e+09 9.32e+08 1.09e+09 1.12e+00
4.01e+11 2.91e+09 3.46e+09 1.74e+09 1.88e+00
3.98e+11 4.24e+09 2.00e+09 1.45e+09 1.66e+00
3.74e+11 4.56e+09 2.17e+09 7.90e+08 7.17e-01
3.00e+11 3.41e+09 1.91e+09 2.03e+09 1.26e+00
3.13e+11 1.52e+09 6.41e+09 2.06e+09 3.11e-01
2.78e+11 2.56e+09 3.53e+09 2.10e+09 1.52e+00
4.28e+11 5.63e+09 4.42e+08 6.01e+08 4.26e-01
2.90e+11 3.25e+09 4.48e+09 8.82e+08 8.00e-01
2.07e+11 6.55e+09 0.00e+00 0.00e+00 1.00e+00
2.28e+11 3.73e+09 2.45e+09 1.35e+09 1.85e+00
2.64e+11 4.60e+09 1.61e+09 8.78e+08 8.24e-01
2.63e+11 3.57e+09 2.79e+09 1.20e+09 1.02e+00
2.93e+11 4.50e+09 1.48e+09 9.70e+08 1.14e+00
2.73e+11 3.94e+09 1.61e+09 1.33e+09 1.00e+00
2.86e+11 3.88e+09 2.36e+09 1.31e+09 9.51e-01
2.90e+11 4.36e+09 2.58e+09 6.41e+08 3.19e-01
5.42e+11 3.54e+09 3.18e+09 1.41e+09 1.13e+00
3.00e+11 1.78e+09 3.58e+09 2.62e+09 4.46e-01
2.57e+11 3.96e+09 3.45e+09 9.52e+08 5.58e-01
2.76e+11 3.25e+09 2.45e+09 1.75e+09 6.01e-01
2.56e+11 3.87e+09 2.53e+09 1.00e+09 8.62e-01
3.14e+11 5.58e+09 6.24e+08 5.01e+08 3.22e-01
2.91e+11 3.85e+09 1.70e+09 1.61e+09 1.32e+00
1.16e+12 5.87e+09 2.84e+08 3.73e+08 1.67e-01
3.96e+11 5.21e+09 9.29e+08 6.01e+08 4.24e-01
4.12e+11 3.36e+09 2.67e+09 1.63e+09 1.70e+00
2.10e+11 3.37e+09 2.44e+09 1.54e+09 1.64e+00
2.60e+11 4.64e+09 1.93e+09 4.68e+08 2.81e-01
2.67e+11 6.04e+09 3.67e+08 2.67e+08 2.10e-01
4.44e+11 3.44e+09 3.98e+09 1.17e+09 1.11e+00
2.75e+11 3.11e+09 1.19e+09 2.13e+09 1.03e+00
2.10e+11 4.03e+09 1.64e+09 1.26e+09 1.09e+00
2.93e+11 3.73e+09 1.32e+09 1.51e+09 8.63e-01
5.93e+11 6.49e+09 0.00e+00 0.00e+00 0.00e+00
2.00e+11 2.83e+09 3.26e+09 1.57e+09 1.15e+00
3.22e+11 2.19e+09 3.50e+09 1.86e+09 1.72e+00
2.63e+11 3.82e+09 1.06e+09 1.65e+09 1.08e+00
3.20e+11 4.23e+09 1.60e+09 1.08e+09 1.11e+00
2.66e+11 4.62e+09 9.54e+08 1.25e+09 9.63e-01
2.20e+11 4.80e+09 6.52e+08 9.52e+08 7.92e-01
2.89e+11 3.72e+09 1.24e+09 1.50e+09 1.19e+00
1.26e+12 4.74e+09 4.43e+09 1.12e+09 8.45e-01
2.93e+11 2.92e+09 2.45e+09 1.12e+09 9.44e-01
2.52e+11 5.54e+09 7.39e+08 3.25e+08 1.13e-01
2.95e+11 4.40e+09 2.48e+09 7.45e+08 7.58e-01
4.47e+11 4.69e+09 1.74e+09 6.06e+08 4.00e-01
4.41e+11 4.41e+09 1.16e+09 1.09e+09 9.93e-01
3.58e+11 4.13e+09 1.34e+09 1.20e+09 5.08e-01
1.94e+11 1.40e+09 3.33e+09 2.56e+09 6.34e-01
2.24e+11 2.29e+09 3.83e+09 1.43e+09 6.05e-01
2.63e+11 2.81e+09 3.37e+09 1.40e+09 1.07e+00
1.96e+11 3.57e+09 1.49e+09 1.35e+09 8.01e-01
2.59e+11 4.53e+09 7.84e+08 1.12e+09 5.96e-01
2.11e+11 3.15e+09 1.52e+09 1.84e+09 1.38e+00
2.17e+11 5.25e+09 6.48e+08 5.13e+08 2.93e-01
2.35e+11 1.65e+09 5.28e+09 1.99e+09 1.82e-01
2.57e+11 5.13e+09 7.91e+08 5.41e+08 1.71e-01
1.80e+11 2.60e+09 3.20e+09 1.40e+09 9.21e-01
4.71e+11 3.43e+09 3.46e+09 1.54e+09 1.25e+00
2.82e+11 3.79e+09 1.78e+09 8.78e+08 6.95e-01
2.70e+11 4.85e+09 2.15e+09 4.47e+08 3.17e-01
2.79e+11 2.07e+09 1.94e+09 2.53e+09 1.49e+00
3.41e+11 4.58e+09 2.67e+09 7.92e+08 8.16e-01
2.35e+11 3.51e+09 2.32e+09 1.13e+09 1.53e+00
2.25e+11 4.54e+09 1.12e+09 8.58e+08 5.94e-01
3.00e+11 3.59e+09 2.24e+09 1.05e+09 7.67e-01
1.11e+12 4.74e+09 9.39e+08 1.01e+09 9.14e-01
2.13e+11 4.87e+09 8.32e+08 8.10e+08 2.95e-01
2.66e+11 4.48e+09 1.49e+09 7.17e+08 8.45e-01
2.38e+11 3.76e+09 1.33e+09 1.41e+09 8.05e-01
8.04e+11 3.84e+09 2.25e+09 1.02e+09 1.02e+00
4.99e+11 2.78e+09 3.14e+09 1.47e+09 2.75e-01
1.71e+11 5.53e+09 7.89e+07 5.35e+08 1.42e-01
2.49e+11 3.27e+09 1.77e+09 2.06e+09 3.47e-01
2.11e+11 2.78e+09 2.65e+09 1.45e+09 4.04e-01
3.62e+11 2.86e+09 2.26e+09 2.17e+09 7.88e-01
2.97e+11 3.77e+09 1.08e+09 1.65e+09 5.63e-01
4.95e+11 4.09e+09 1.69e+09 7.04e+08 7.17e-01
2.82e+11 3.99e+09 1.24e+09 1.23e+09 1.23e+00
7.49e+11 4.33e+09 9.62e+08 1.29e+09 9.78e-01
5.35e+11 3.64e+09 1.50e+09 1.24e+09 1.07e+00
4.38e+11 3.93e+09 1.26e+09 1.31e+09 4.77e-01
2.00e+11 5.15e+09 3.95e+08 6.38e+08 1.98e-01
2.56e+11 2.04e+09 4.81e+09 1.95e+09 3.53e-01
2.40e+11 4.16e+09 8.49e+08 1.25e+09 6.52e-01
4.11e+11 4.59e+09 8.95e+08 8.26e+08 5.02e-01
2.42e+11 3.76e+09 2.24e+09 1.08e+09 9.07e-01
2.76e+11 4.33e+09 9.59e+08 1.04e+09 6.58e-01
2.10e+11 4.25e+09 9.22e+08 1.17e+09 4.59e-01
3.97e+11 3.29e+09 2.97e+09 1.16e+09 1.19e+00
2.90e+11 2.94e+09 2.76e+09 1.85e+09 1.15e+00
2.61e+11 3.88e+09 1.56e+09 1.08e+09 1.14e+00
2.06e+11 4.52e+09 1.30e+09 7.34e+08 6.34e-01
2.39e+11 4.22e+09 2.45e+09 9.79e+08 1.14e+00
2.76e+11 4.27e+09 4.05e+09 7.35e+08 4.63e-01
2.66e+11 4.02e+09 3.50e+09 6.29e+08 5.84e-01
6.01e+11 6.52e+08 7.94e+09 1.46e+09 8.81e-01
2.44e+11 4.04e+09 1.16e+09 1.21e+09 7.75e-01
1.85e+11 3.90e+09 1.82e+09 1.01e+09 8.14e-01
1.77e+11 5.34e+09 4.03e+08 4.04e+08 2.70e-01
3.34e+11 5.07e+09 5.30e+08 5.50e+08 1.52e-01
3.62e+11 2.83e+09 2.37e+09 1.18e+09 7.78e-01
9.31e+11 5.02e+08 6.61e+09 1.03e+09 1.39e-01
2.75e+11 4.58e+09 8.22e+08 7.38e+08 8.03e-01
3.05e+11 2.31e+09 2.18e+09 1.92e+09 1.59e+00
2.28e+11 4.11e+09 1.36e+09 9.94e+08 1.02e+00
2.67e+11 1.54e+09 3.00e+09 2.40e+09 4.23e-01
3.02e+11 2.47e+09 4.08e+09 1.55e+09 1.57e+00
3.62e+11 3.87e+09 1.78e+09 1.06e+09 8.14e-01
2.33e+11 2.10e+09 1.92e+09 2.31e+09 1.25e+00
3.16e+11 4.39e+09 1.07e+09 8.95e+08 8.20e-01
2.14e+11 4.23e+09 1.12e+09 9.72e+08 1.25e+00
3.66e+11 2.33e+09 4.67e+09 6.69e+08 5.36e-01
3.50e+11 2.83e+09 3.99e+09 8.50e+08 6.26e-01
1.73e+11 2.47e+09 5.30e+09 1.34e+09 1.79e-01
3.63e+11 2.58e+09 2.99e+09 2.30e+09 1.43e+00
4.11e+11 3.97e+09 1.10e+09 1.07e+09 5.46e-01
2.41e+11 4.10e+09 2.19e+09 7.44e+08 6.30e-01
6.04e+11 3.02e+09 3.78e+09 1.48e+09 2.27e+00
2.56e+11 4.31e+09 2.21e+09 6.09e+08 3.43e-01
2.38e+11 4.22e+09 1.65e+09 8.12e+08 6.09e-01
2.58e+11 5.95e+09 0.00e+00 0.00e+00 0.00e+00
2.97e+11 4.13e+09 2.01e+09 7.67e+08 6.91e-01
5.98e+11 2.98e+09 1.99e+09 1.98e+09 3.28e-01
2.68e+11 2.85e+09 3.31e+09 7.92e+08 4.88e-01
6.94e+11 3.26e+09 2.79e+09 1.83e+09 9.92e-01
2.71e+11 5.23e+09 3.03e+08 2.04e+08 3.77e-02
5.09e+11 5.19e+09 2.34e+08 4.79e+08 1.88e-01
3.92e+11 3.01e+09 2.09e+09 1.35e+09 9.64e-01
2.22e+11 1.35e+09 6.77e+09 1.75e+09 1.68e-01
3.32e+11 2.83e+09 4.12e+09 7.34e+08 6.97e-01
2.13e+11 3.14e+09 1.67e+09 1.29e+09 1.02e+00
3.03e+11 5.74e+09 6.71e+07 0.00e+00 1.00e+00
2.62e+11 3.81e+09 8.03e+08 1.35e+09 1.27e+00
2.89e+11 5.20e+09 9.73e+08 1.38e+08 8.13e-03
2.38e+11 2.33e+09 2.81e+09 1.60e+09 2.57e+00
6.03e+11 2.83e+09 2.08e+09 1.25e+09 1.00e+00
5.17e+11 1.18e+09 3.76e+09 1.62e+09 1.27e+00
2.50e+11 3.89e+09 3.05e+09 8.18e+08 7.61e-01
2.29e+11 2.58e+09 2.63e+09 1.45e+09 4.36e-01
3.84e+11 2.94e+09 1.73e+09 1.69e+09 1.58e+00
3.03e+11 5.23e+09 1.87e+08 3.45e+08 9.54e-02
2.30e+11 2.40e+09 4.99e+09 1.08e+09 8.07e-01
2.53e+11 1.28e+09 5.67e+09 1.82e+09 2.75e-01
1.84e+11 5.05e+09 3.81e+08 3.17e+08 8.69e-02
3.06e+11 3.11e+09 2.90e+09 6.66e+08 6.85e-01
2.88e+11 3.68e+09 1.69e+09 9.35e+08 1.57e-01
2.69e+11 4.42e+09 1.35e+09 7.47e+08 3.22e-01
4.09e+11 2.42e+09 1.92e+09 1.98e+09 1.41e+00
2.16e+11 2.97e+09 3.00e+09 1.07e+09 7.23e-01
3.00e+11 3.76e+09 1.30e+09 1.18e+09 1.01e+00
2.08e+11 3.91e+09 1.52e+09 5.52e+08 3.90e-01
3.09e+11 2.22e+09 2.55e+09 2.04e+09 8.16e-01
3.02e+11 3.16e+09 2.17e+09 1.14e+09 7.65e-01
1.13e+12 2.31e+09 5.40e+09 1.65e+09 3.75e-01
4.93e+11 3.84e+09 1.82e+09 8.01e+08 7.65e-01
2.18e+11 2.50e+09 2.01e+09 1.78e+09 9.16e-01
2.66e+11 3.52e+09 2.32e+09 9.16e+08 6.92e-01
2.43e+11 2.83e+09 1.16e+09 1.81e+09 9.88e-01
3.81e+11 3.00e+09 2.84e+09 8.89e+08 1.07e+00
3.30e+11 3.80e+09 2.60e+09 2.85e+08 1.05e-01
2.21e+11 4.14e+09 1.47e+09 6.22e+08 5.68e-01
2.30e+11 2.57e+09 2.10e+09 1.59e+09 4.26e-01
1.90e+11 4.22e+09 1.07e+09 6.11e+08 4.90e-01
1.67e+11 1.63e+09 4.52e+09 1.27e+09 4.89e-01
3.20e+11 4.26e+09 8.65e+08 6.38e+08 4.78e-01
2.74e+11 3.60e+09 9.96e+08 1.28e+09 7.12e-01
1.76e+11 3.04e+09 3.25e+09 9.79e+08 6.89e-01
2.55e+11 3.76e+09 2.49e+09 8.95e+08 5.97e-01
2.08e+11 2.37e+09 2.97e+09 8.96e+08 7.21e-01
2.91e+11 3.05e+09 2.47e+09 1.05e+09 7.83e-01
5.23e+11 1.47e+09 3.14e+09 1.62e+09 6.34e-01
5.19e+11 2.95e+09 3.25e+09 9.68e+08 8.06e-01
1.84e+11 2.79e+09 3.85e+09 6.10e+08 4.45e-02
3.42e+11 4.31e+09 9.71e+08 6.22e+08 1.40e-01
3.07e+11 4.00e+09 2.12e+09 5.68e+08 4.25e-01
4.34e+11 4.26e+09 6.33e+08 9.08e+08 2.39e-01
1.93e+11 1.58e+09 4.76e+09 1.35e+09 4.89e-01
2.35e+11 2.78e+09 3.02e+09 1.21e+09 5.75e-01
2.25e+11 4.23e+09 8.19e+08 5.88e+08 4.63e-01
2.89e+11 3.14e+09 2.12e+09 9.53e+08 8.10e-01
3.37e+11 1.74e+09 3.08e+09 1.55e+09 8.38e-01
2.77e+11 2.84e+09 2.89e+09 9.63e+08 4.00e-01
2.41e+11 3.81e+09 7.65e+08 1.03e+09 7.30e-01
5.14e+11 3.57e+09 1.71e+09 7.79e+08 2.75e-01
2.05e+11 3.65e+09 1.54e+09 7.90e+08 5.21e-01
2.03e+11 4.20e+09 4.25e+08 8.19e+08 2.70e-01
2.31e+11 2.09e+09 3.00e+09 1.59e+09 3.48e-01
